Facility ID,Owner Name,Facility Name,Street Address,City,Zip,County,Tank Id,Installed,Material,Compartments,Tank Status,Regulated,Closed,Capacity,Substance
3406373,"GO-MART, INC.",GO MART STORE #051,2074 OLD MT NEBO RD,SUMMERSVILLE,26651,Nicholas,6,1987-09-01,Steel,1,Currently In Use,Yes,,10000.0,Diesel
3406373,"GO-MART, INC.",GO MART STORE #051,2074 OLD MT NEBO RD,SUMMERSVILLE,26651,Nicholas,7,1987-09-01,Steel,1,Currently In Use,Yes,,10000.0,Diesel
3406373,"GO-MART, INC.",GO MART STORE #051,2074 OLD MT NEBO RD,SUMMERSVILLE,26651,Nicholas,8,1987-09-01,Steel,1,Currently In Use,Yes,,10000.0,Diesel
3406373,"GO-MART, INC.",GO MART STORE #051,2074 OLD MT NEBO RD,SUMMERSVILLE,26651,Nicholas,9,1987-09-01,Steel,1,Currently In Use,Yes,,10000.0,Diesel
3409987,"GO-MART, INC.",Go-Mart Store #120,5372 WEBSTER RD,SUMMERSVILLE,26651,Nicholas,2,2001-04-01,Composite,1,Currently In Use,Yes,,20000.0,Gasoline
3406427,TIMYCHA SUMMERSVILLE HOLDINGS LLC,Par Mar Store #142 - Mountaineer Mart,900 INDUSTRIAL DR N,SUMMERSVILLE,26651,Nicholas,1,1988-05-10,Fiberglass Reinforced Plastic,1,Currently In Use,Yes,,10000.0,Gasoline
3406427,TIMYCHA SUMMERSVILLE HOLDINGS LLC,Par Mar Store #142 - Mountaineer Mart,900 INDUSTRIAL DR N,SUMMERSVILLE,26651,Nicholas,2,1988-05-10,Fiberglass Reinforced Plastic,1,Currently In Use,Yes,,10000.0,Gasoline
3406427,TIMYCHA SUMMERSVILLE HOLDINGS LLC,Par Mar Store #142 - Mountaineer Mart,900 INDUSTRIAL DR N,SUMMERSVILLE,26651,Nicholas,3,1988-05-10,Fiberglass Reinforced Plastic,1,Currently In Use,Yes,,10000.0,Diesel
3406427,TIMYCHA SUMMERSVILLE HOLDINGS LLC,Par Mar Store #142 - Mountaineer Mart,900 INDUSTRIAL DR N,SUMMERSVILLE,26651,Nicholas,4,2007-04-01,Composite,1,Currently In Use,Yes,,4000.0,Gasoline
3406442,TIMYCHA SUMMERSVILLE 100 HOLDINGS,Par Mar Store #155,100 MERCHANT'S WALK,SUMMERSVILLE,26651,Nicholas,1,1988-03-01,Composite,1,Currently In Use,Yes,,10000.0,Gasoline
3406442,TIMYCHA SUMMERSVILLE 100 HOLDINGS,Par Mar Store #155,100 MERCHANT'S WALK,SUMMERSVILLE,26651,Nicholas,2,1988-03-01,Composite,1,Currently In Use,Yes,,10000.0,Gasoline
3406442,TIMYCHA SUMMERSVILLE 100 HOLDINGS,Par Mar Store #155,100 MERCHANT'S WALK,SUMMERSVILLE,26651,Nicholas,3,1988-03-01,Composite,1,Currently In Use,Yes,,10000.0,Gasoline
3406442,TIMYCHA SUMMERSVILLE 100 HOLDINGS,Par Mar Store #155,100 MERCHANT'S WALK,SUMMERSVILLE,26651,Nicholas,4,1988-03-01,Composite,1,Currently In Use,Yes,,1000.0,Used Oil
3406488,"SUMMERSVILLE, CITY OF",SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HTS RD,SUMMERSVILLE,26651,Nicholas,-1,1967-09-10,Steel,1,Permanently Out of Service,Yes,1994-09-21,500.0,Diesel
3406488,"SUMMERSVILLE, CITY OF",SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HTS RD,SUMMERSVILLE,26651,Nicholas,1,1988-03-01,Fiberglass Reinforced Plastic,1,Currently In Use,No,,6000.0,Heating Oil
3406623,T W INC DBA SUMMERSVILLE DOCKS,SUMMERSVILLE DOCKS,SUMMERSVILLE LK,SUMMERSVILLE,26651,Nicholas,-2,1977-01-01,Steel,1,Permanently Out of Service,Yes,1993-04-01,2000.0,Gasoline
3406623,T W INC DBA SUMMERSVILLE DOCKS,SUMMERSVILLE DOCKS,SUMMERSVILLE LK,SUMMERSVILLE,26651,Nicholas,-1,1977-01-01,Steel,1,Permanently Out of Service,Yes,1993-04-01,2000.0,Gasoline
3406925,"J. C. BAKER & SON, INC.",L J HUGHES & SON INC,320 TURNPIKE RD,SUMMERSVILLE,26651,Nicholas,-2,1980-06-11,Steel,1,Permanently Out of Service,Yes,1991-09-25,2250.0,Gasoline
3406925,"J. C. BAKER & SON, INC.",L J HUGHES & SON INC,320 TURNPIKE RD,SUMMERSVILLE,26651,Nicholas,-1,1980-06-11,Steel,1,Permanently Out of Service,Yes,1991-09-25,2250.0,Diesel
3407217,"SMALLWOOD, JENNIE",SMALLWOOD'S SERVICE CENTER,RT 1 BOX 301,SUMMERSVILLE,26651,Nicholas,-2,1982-05-01,Steel,1,Permanently Out of Service,Yes,1993-09-23,5000.0,Gasoline
3407217,"SMALLWOOD, JENNIE",SMALLWOOD'S SERVICE CENTER,RT 1 BOX 301,SUMMERSVILLE,26651,Nicholas,-1,1982-05-01,Steel,1,Permanently Out of Service,Yes,1993-09-23,10000.0,Gasoline
3407229,UNCERTAIN/UNKNOWN,JIM'S AUTO SALES,522 MAIN ST BROAD ST,SUMMERSVILLE,26651,Nicholas,1,,UnKnown,1,Permanently Out of Service,Yes,,111.0,Not Listed
3407229,UNCERTAIN/UNKNOWN,JIM'S AUTO SALES,522 MAIN ST BROAD ST,SUMMERSVILLE,26651,Nicholas,2,,UnKnown,1,Permanently Out of Service,Yes,,111.0,Not Listed
3407229,UNCERTAIN/UNKNOWN,JIM'S AUTO SALES,522 MAIN ST BROAD ST,SUMMERSVILLE,26651,Nicholas,3,,UnKnown,1,Permanently Out of Service,Yes,,111.0,Not Listed
3407229,UNCERTAIN/UNKNOWN,JIM'S AUTO SALES,522 MAIN ST BROAD ST,SUMMERSVILLE,26651,Nicholas,4,,UnKnown,1,Permanently Out of Service,Yes,,111.0,Not Listed
3407995,"L. J. HUGHES & SONS, INC.",L J HUGHES & SONS INC,300 ALDERSON AVE,SUMMERSVILLE,26651,Nicholas,-1,1975-05-01,Steel,1,Permanently Out of Service,Yes,1991-09-30,1000.0,Used Oil
3408181,"SUMMERSVILLE, CITY OF",MAINTENANCE SHOP,ARBUCKLE RD,SUMMERSVILLE,26651,Nicholas,-2,1982-01-01,Steel,1,Permanently Out of Service,Yes,1992-06-12,1000.0,Diesel
3408181,"SUMMERSVILLE, CITY OF",MAINTENANCE SHOP,ARBUCKLE RD,SUMMERSVILLE,26651,Nicholas,-1,1982-01-01,Steel,1,Permanently Out of Service,Yes,1992-06-12,1000.0,Gasoline
3408401,"LITTLE GENERAL STORE, INC.",LITTLE GENERAL STORE #2450,US RT 19 & WEST WEBSTER RD,SUMMERSVILLE,26651,Nicholas,1,1996-10-01,Composite,2,Currently In Use,Yes,,20000.0,Gasoline
3408405,SPEEDWAY LLC,RICH OIL 3965,601 MAIN ST,SUMMERSVILLE,26651,Nicholas,-3,1996-10-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,2004-12-09,6000.0,Gasoline
3408405,SPEEDWAY LLC,RICH OIL 3965,601 MAIN ST,SUMMERSVILLE,26651,Nicholas,-2,1996-10-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,2004-12-09,6000.0,Gasoline
3408405,SPEEDWAY LLC,RICH OIL 3965,601 MAIN ST,SUMMERSVILLE,26651,Nicholas,-1,1996-10-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,2004-12-09,10000.0,Gasoline
3408448,"KINSER, WILLIAM & RACHEL",WRIGHTS GROCERY,RT 2 BOX 789 RT 39 W,SUMMERSVILLE,26651,Nicholas,-4,1986-09-01,Epoxy Coated Steel,1,Permanently Out of Service,Yes,2000-04-12,4000.0,Gasoline
3408448,"KINSER, WILLIAM & RACHEL",WRIGHTS GROCERY,RT 2 BOX 789 RT 39 W,SUMMERSVILLE,26651,Nicholas,-3,1986-09-01,Epoxy Coated Steel,1,Permanently Out of Service,Yes,2000-04-12,4000.0,Gasoline
3408448,"KINSER, WILLIAM & RACHEL",WRIGHTS GROCERY,RT 2 BOX 789 RT 39 W,SUMMERSVILLE,26651,Nicholas,-2,,Steel,1,Permanently Out of Service,Yes,1993-08-18,1750.0,Gasoline
3408448,"KINSER, WILLIAM & RACHEL",WRIGHTS GROCERY,RT 2 BOX 789 RT 39 W,SUMMERSVILLE,26651,Nicholas,-1,,Steel,1,Permanently Out of Service,Yes,1993-08-18,1000.0,Gasoline
3408458,"LAMBS CONCRETE, INC.",LAMBS CONCRETE INC,1636 HIGHWAY 41,SUMMERSVILLE,26651,Nicholas,-1,1978-03-01,Steel,1,Permanently Out of Service,Yes,1992-10-01,4000.0,Diesel
3409246,"ASHLAND BRANDED MARKETING, INC.",PAXTON BODY SHOP,RT 41,SUMMERSVILLE,26651,Nicholas,-2,1964-08-01,Steel,1,Permanently Out of Service,Yes,1995-12-04,4000.0,Gasoline
3409246,"ASHLAND BRANDED MARKETING, INC.",PAXTON BODY SHOP,RT 41,SUMMERSVILLE,26651,Nicholas,-1,1964-08-01,Steel,1,Permanently Out of Service,Yes,1995-12-04,4000.0,Gasoline
3409987,"GO-MART, INC.",Go-Mart Store #120,5372 WEBSTER RD,SUMMERSVILLE,26651,Nicholas,1,2001-04-01,Composite,1,Currently In Use,Yes,,30000.0,Gasoline
3409987,"GO-MART, INC.",Go-Mart Store #120,5372 WEBSTER RD,SUMMERSVILLE,26651,Nicholas,3,2001-04-01,Composite,1,Currently In Use,Yes,,16000.0,Diesel
3409987,"GO-MART, INC.",Go-Mart Store #120,5372 WEBSTER RD,SUMMERSVILLE,26651,Nicholas,4,2001-04-01,Composite,1,Currently In Use,Yes,,10000.0,Diesel
3410136,"GO-MART, INC.",GO-MART STORE #095,6088 WEBSTER RD,SUMMERSVILLE,26651,Nicholas,1,2002-04-01,Composite,1,Currently In Use,Yes,,20000.0,Gasoline
3410136,"GO-MART, INC.",GO-MART STORE #095,6088 WEBSTER RD,SUMMERSVILLE,26651,Nicholas,2,2002-04-01,Composite,1,Currently In Use,Yes,,30000.0,Gasoline
3410562,"SHEETZ, INC.",SHEETZ # 443,1300 WAL STREET,SUMMERSVILLE,26651,Nicholas,1,2010-05-01,Composite (Fiberglass/polyurethane-coated),1,Currently In Use,Yes,,20000.0,Gasoline
3410562,"SHEETZ, INC.",SHEETZ # 443,1300 WAL STREET,SUMMERSVILLE,26651,Nicholas,2,2010-05-01,Composite (Fiberglass/polyurethane-coated),2,Currently In Use,Yes,,20000.0,"E85
Gasoline"
3410562,"SHEETZ, INC.",SHEETZ # 443,1300 WAL STREET,SUMMERSVILLE,26651,Nicholas,3,2010-05-01,Composite (Fiberglass/polyurethane-coated),1,Currently In Use,Yes,,20000.0,Diesel
3410562,"SHEETZ, INC.",SHEETZ # 443,1300 WAL STREET,SUMMERSVILLE,26651,Nicholas,4,2010-05-01,Composite (Fiberglass/polyurethane-coated),1,Currently In Use,Yes,,8000.0,Kerosene
3426810,"GOHIL, D, A",U Save Food Store #2,822 MAIN STREET,SUMMERSVILLE,26651,Nicholas,1,2014-07-01,Composite (Fiberglass/polyurethane-coated),1,Currently In Use,Yes,,10000.0,Gasoline
3426810,"GOHIL, D, A",U Save Food Store #2,822 MAIN STREET,SUMMERSVILLE,26651,Nicholas,2,2014-07-14,Polyethylene Tank Jacket,2,Currently In Use,Yes,,10000.0,"Diesel-onroad
Gasoline"
1902017,THOMPSON OIL CO,JACKSON'S GROCERY,936 Summit Point Rd.,SUMMIT POINT,25446,Jefferson,1,1976-04-27,Steel,1,Permanently Out of Service,Yes,1991-10-21,1000.0,Gasoline
1902017,THOMPSON OIL CO,JACKSON'S GROCERY,936 Summit Point Rd.,SUMMIT POINT,25446,Jefferson,2,1976-04-27,Steel,1,Permanently Out of Service,Yes,1991-10-21,1000.0,Gasoline
1902017,THOMPSON OIL CO,JACKSON'S GROCERY,936 Summit Point Rd.,SUMMIT POINT,25446,Jefferson,3,1976-04-27,Steel,1,Permanently Out of Service,Yes,1991-10-21,550.0,Gasoline
1902017,THOMPSON OIL CO,JACKSON'S GROCERY,936 Summit Point Rd.,SUMMIT POINT,25446,Jefferson,4,1976-04-27,Steel,1,Permanently Out of Service,Yes,1991-10-21,1000.0,Kerosene
1906643,BANKRUPTCY,SUMMIT POINT GROCERY (*SJ/REG/ALL),BOX 18 STEPTOE ST & HAWTHORNE AV,SUMMIT POINT,25446,Jefferson,-3,1984-03-27,Steel,1,Permanently Out of Service,Yes,1991-10-24,500.0,Diesel
1906643,BANKRUPTCY,SUMMIT POINT GROCERY (*SJ/REG/ALL),BOX 18 STEPTOE ST & HAWTHORNE AV,SUMMIT POINT,25446,Jefferson,-2,1984-03-27,Steel,1,Permanently Out of Service,Yes,1991-10-24,1000.0,Gasoline
1906643,BANKRUPTCY,SUMMIT POINT GROCERY (*SJ/REG/ALL),BOX 18 STEPTOE ST & HAWTHORNE AV,SUMMIT POINT,25446,Jefferson,-1,1984-03-27,Steel,1,Permanently Out of Service,Yes,1991-10-24,1000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,-8,1979-11-28,Steel,1,Permanently Out of Service,Yes,1994-03-22,3000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,-7,1983-11-28,Steel,1,Permanently Out of Service,Yes,1991-03-01,1000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,-6,1983-11-28,Steel,1,Permanently Out of Service,Yes,1991-03-01,1000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,-5,1983-11-28,Steel,1,Permanently Out of Service,Yes,1991-03-01,1000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,-4,1983-11-28,Steel,1,Permanently Out of Service,Yes,1991-03-01,1000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,-3,1983-11-28,Steel,1,Permanently Out of Service,Yes,1991-03-01,1000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,-2,1983-11-28,Steel,1,Permanently Out of Service,Yes,1991-03-01,1000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,-1,1983-01-01,Steel,1,Permanently Out of Service,Yes,1991-03-01,550.0,Diesel
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,1,1988-11-27,Steel,1,Permanently Out of Service,Yes,2021-07-29,5000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,2,1988-11-27,Steel,1,Permanently Out of Service,Yes,2021-07-29,8000.0,Gasoline
1906778,"SUMMIT POINT RACEWAY ASSOCIATES, INC.",SUMMIT POINT RACEWAY ASSOC,PO BOX 190,SUMMIT POINT,25446,Jefferson,3,1988-11-27,Steel,1,Permanently Out of Service,Yes,2021-07-29,8000.0,Gasoline
1906787,"COMMUNITY OIL COMPANY, INC.",BURCH MFG CO INC,CHERRY MEADE RD RT 1 BOX 17,SUMMIT POINT,25446,Jefferson,-2,1982-12-23,Steel,1,Permanently Out of Service,Yes,1998-12-24,550.0,Diesel
1906787,"COMMUNITY OIL COMPANY, INC.",BURCH MFG CO INC,CHERRY MEADE RD RT 1 BOX 17,SUMMIT POINT,25446,Jefferson,-1,1982-12-23,Steel,1,Permanently Out of Service,Yes,1998-12-24,550.0,Gasoline
1906871,"BURCH MANUFACTURING COMPANY, INC.",BURCH MANUFACTURING CO INC,UNKNOWN,SUMMIT POINT,25446,Jefferson,-1,1950-01-01,Not Listed,1,Permanently Out of Service,Yes,1987-07-15,250.0,Not Listed
1907180,"WALKER, KENNETH L",KENNETH L WALKER,PO BOX 90,SUMMIT POINT,25446,Jefferson,-1,1975-04-01,Steel,1,Permanently Out of Service,Yes,1994-06-07,550.0,Gasoline
1907969,US ARMY CORPS OF ENGINEERS,US ARMY CORPS OF ENGINEERS,UNKNOWN,SUMMIT POINT,25446,Jefferson,-1,1951-01-01,Steel,1,Permanently Out of Service,Yes,1991-09-26,7000.0,Diesel
4104882,B & M OIL COMPANY,TODCO WOOD PRODUCTS,EDWEIHT,SUNDIAL,25189,Raleigh,-2,1961-04-18,Steel,1,Permanently Out of Service,Yes,1992-01-01,2000.0,Gasoline
4104882,B & M OIL COMPANY,TODCO WOOD PRODUCTS,EDWEIHT,SUNDIAL,25189,Raleigh,-1,1961-04-18,Steel,1,Permanently Out of Service,Yes,1992-01-01,2000.0,Diesel
4104958,"JARRELL, EARNEST",EARNEST JARRELL,GENERAL DELIVERY,SUNDIAL,25189,Raleigh,-2,1979-04-15,Steel,1,Permanently Out of Service,Yes,1990-04-25,1000.0,Gasoline
4104958,"JARRELL, EARNEST",EARNEST JARRELL,GENERAL DELIVERY,SUNDIAL,25189,Raleigh,-1,1979-04-15,Steel,1,Permanently Out of Service,Yes,1990-04-25,1000.0,Gasoline
4104978,PEABODY COAL COMPANY,SUNDIAL COMPLEX,RT 3,SUNDIAL,25189,Raleigh,-3,1981-01-08,Steel,1,Permanently Out of Service,Yes,1994-05-18,10000.0,Other
4104978,PEABODY COAL COMPANY,SUNDIAL COMPLEX,RT 3,SUNDIAL,25189,Raleigh,-2,1981-01-08,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,1994-05-07,5000.0,Kerosene
4104978,PEABODY COAL COMPANY,SUNDIAL COMPLEX,RT 3,SUNDIAL,25189,Raleigh,-1,1979-01-09,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,1994-05-16,1000.0,Gasoline
4104991,RALEIGH COUNTY SCHOOL TRANSPORTATION,MARSH FORK MIDDLE SCHOOL,UNKNOWN,SUNDIAL,25189,Raleigh,-1,1978-01-01,Steel,1,Permanently Out of Service,Yes,1997-11-18,4000.0,Diesel
4105015,UNCERTAIN/UNKNOWN,DANIEL'S GULF,STATE RT 3,SUNDIAL,25189,Raleigh,-2,1960-04-20,Steel,1,Permanently Out of Service,Yes,1986-06-01,1000.0,Gasoline
4105015,UNCERTAIN/UNKNOWN,DANIEL'S GULF,STATE RT 3,SUNDIAL,25189,Raleigh,-1,1960-04-20,Steel,1,Permanently Out of Service,Yes,1986-06-01,1000.0,Gasoline
2403014,"CANNELTON INDUSTRIES, INC.",POCAHONTAS DIVISION,RT 52,SUPERIOR,24886,McDowell,1,1970-01-10,Steel,1,Permanently Out of Service,Yes,1989-01-05,2000.0,Gasoline
2403014,"CANNELTON INDUSTRIES, INC.",POCAHONTAS DIVISION,RT 52,SUPERIOR,24886,McDowell,2,1970-01-10,Steel,1,Permanently Out of Service,Yes,1989-01-05,1000.0,Gasoline
2403014,"CANNELTON INDUSTRIES, INC.",POCAHONTAS DIVISION,RT 52,SUPERIOR,24886,McDowell,3,1960-01-11,Steel,1,Permanently Out of Service,Yes,1989-01-05,1000.0,Gasoline
2403014,"CANNELTON INDUSTRIES, INC.",POCAHONTAS DIVISION,RT 52,SUPERIOR,24886,McDowell,4,1960-01-11,Steel,1,Permanently Out of Service,Yes,1989-01-05,1000.0,Gasoline
2408074,MCDOWELL COUNTY COMMISSION,MCDOWELL COUNTY COMMISSION,RT 52,SUPERIOR,24886,McDowell,-2,1973-01-01,Steel,1,Permanently Out of Service,Yes,1992-12-03,10000.0,Gasoline
2408074,MCDOWELL COUNTY COMMISSION,MCDOWELL COUNTY COMMISSION,RT 52,SUPERIOR,24886,McDowell,1,1992-12-04,Composite,1,Permanently Out of Service,Yes,2022-10-07,6000.0,Gasoline
4104900,CHAMBERS OIL COMPANY,L & W SERVICE STATION,RT 3,SURVEYOR,25932,Raleigh,-3,1969-04-28,Steel,1,Permanently Out of Service,Yes,1995-09-22,500.0,Diesel
4104900,CHAMBERS OIL COMPANY,L & W SERVICE STATION,RT 3,SURVEYOR,25932,Raleigh,-2,1969-04-28,Steel,1,Permanently Out of Service,Yes,2010-09-11,2000.0,Gasoline
4104900,CHAMBERS OIL COMPANY,L & W SERVICE STATION,RT 3,SURVEYOR,25932,Raleigh,-1,1969-04-28,Steel,1,Permanently Out of Service,Yes,2010-09-11,2000.0,Gasoline
400318,BRAXTON FLYING CLUB,BRAXTON FLYING CLUB,BRAXTON COUNTY AIRPORT AIRPORT RD,SUTTON,26601,Braxton,-2,,Not Listed,1,Permanently Out of Service,Yes,1996-09-17,550.0,Not Listed
400318,BRAXTON FLYING CLUB,BRAXTON FLYING CLUB,BRAXTON COUNTY AIRPORT AIRPORT RD,SUTTON,26601,Braxton,-1,1971-05-06,Steel,1,Permanently Out of Service,Yes,1994-10-22,2000.0,Gasoline
400322,"MORRISON, ROBERT J",CARRS EXXON,CORNER RT 19 & RT 4,SUTTON,26601,Braxton,-6,1986-09-10,Steel,1,Permanently Out of Service,Yes,1993-10-21,4000.0,Gasoline
400322,"MORRISON, ROBERT J",CARRS EXXON,CORNER RT 19 & RT 4,SUTTON,26601,Braxton,-5,1986-09-10,Steel,1,Permanently Out of Service,Yes,1993-10-21,4000.0,Gasoline
400322,"MORRISON, ROBERT J",CARRS EXXON,CORNER RT 19 & RT 4,SUTTON,26601,Braxton,-4,1984-11-01,Steel,1,Permanently Out of Service,Yes,1993-10-21,3000.0,Gasoline
400322,"MORRISON, ROBERT J",CARRS EXXON,CORNER RT 19 & RT 4,SUTTON,26601,Braxton,-3,1984-07-01,Steel,1,Permanently Out of Service,Yes,1993-10-22,4000.0,Gasoline
400322,"MORRISON, ROBERT J",CARRS EXXON,CORNER RT 19 & RT 4,SUTTON,26601,Braxton,-2,1984-07-01,Steel,1,Permanently Out of Service,Yes,1993-10-22,4000.0,Gasoline
400322,"MORRISON, ROBERT J",CARRS EXXON,CORNER RT 19 & RT 4,SUTTON,26601,Braxton,-1,1984-07-01,Steel,1,Permanently Out of Service,Yes,1993-10-22,3000.0,Diesel
400324,"ZEIGLER, CHERIE",RIDGE TOP MARKET,BOX 153 RT 2,SUTTON,26601,Braxton,-4,1991-05-01,Steel,2,Permanently Out of Service,Yes,2012-08-01,3000.0,Gasoline
400324,"ZEIGLER, CHERIE",RIDGE TOP MARKET,BOX 153 RT 2,SUTTON,26601,Braxton,-3,1968-11-05,Steel,1,Permanently Out of Service,Yes,1991-05-17,500.0,Gasoline
400324,"ZEIGLER, CHERIE",RIDGE TOP MARKET,BOX 153 RT 2,SUTTON,26601,Braxton,-2,1968-11-05,Steel,1,Permanently Out of Service,Yes,1991-05-17,500.0,Gasoline
400324,"ZEIGLER, CHERIE",RIDGE TOP MARKET,BOX 153 RT 2,SUTTON,26601,Braxton,-1,1968-11-05,Steel,1,Permanently Out of Service,Yes,1991-05-17,1000.0,Gasoline
400326,WV DEPARTMENT OF PUBLIC SAFETY,SUTTON DETACHMENT STATE POLICE,DOH MAINTENANCE GARAGE,SUTTON,26601,Braxton,-1,1976-03-10,Steel,1,Permanently Out of Service,Yes,1997-08-07,2500.0,Gasoline
400334,EXXON CO USA,SS LOC #29384,110 STONEWALL ST,SUTTON,26601,Braxton,-4,1959-12-09,Steel,1,Permanently Out of Service,Yes,1987-09-08,3000.0,Gasoline
400334,EXXON CO USA,SS LOC #29384,110 STONEWALL ST,SUTTON,26601,Braxton,-3,1959-12-09,Steel,1,Permanently Out of Service,Yes,1987-09-08,3000.0,Gasoline
400334,EXXON CO USA,SS LOC #29384,110 STONEWALL ST,SUTTON,26601,Braxton,-2,1959-12-09,Steel,1,Permanently Out of Service,Yes,1987-09-08,3000.0,Gasoline
400334,EXXON CO USA,SS LOC #29384,110 STONEWALL ST,SUTTON,26601,Braxton,-1,1959-12-09,Steel,1,Permanently Out of Service,Yes,1987-09-08,2000.0,Gasoline
400340,"BEE RUN DOCKS, INC.",BEE RUN DOCKS,PO BOX 84,SUTTON,26601,Braxton,-2,1977-02-15,Steel,1,Permanently Out of Service,Yes,1998-10-27,3000.0,Gasoline
400340,"BEE RUN DOCKS, INC.",BEE RUN DOCKS,PO BOX 84,SUTTON,26601,Braxton,-1,1983-02-16,Steel,1,Permanently Out of Service,Yes,1998-10-27,4000.0,Gasoline
400349,"GO-MART, INC.",EVANS 846,164 MAIN ST,SUTTON,26601,Braxton,-3,1983-05-03,Steel,1,Permanently Out of Service,Yes,2000-11-07,5000.0,Gasoline
400349,"GO-MART, INC.",EVANS 846,164 MAIN ST,SUTTON,26601,Braxton,-2,1983-05-03,Steel,1,Permanently Out of Service,Yes,2000-11-07,6000.0,Gasoline
400349,"GO-MART, INC.",EVANS 846,164 MAIN ST,SUTTON,26601,Braxton,-1,1983-05-03,Steel,1,Permanently Out of Service,Yes,2000-11-07,5000.0,Gasoline
400351,"GO-MART, INC.",GO-MART STORE #034,1310 Sutton  Lane,SUTTON,26601,Braxton,1,1984-05-02,Fiberglass Reinforced Plastic,1,Currently In Use,Yes,,12000.0,Gasoline
400351,"GO-MART, INC.",GO-MART STORE #034,1310 Sutton  Lane,SUTTON,26601,Braxton,2,1984-05-02,Fiberglass Reinforced Plastic,1,Currently In Use,Yes,,12000.0,Gasoline
400351,"GO-MART, INC.",GO-MART STORE #034,1310 Sutton  Lane,SUTTON,26601,Braxton,3,1984-05-02,Fiberglass Reinforced Plastic,1,Currently In Use,Yes,,10000.0,Gasoline
400354,"GO-MART, INC.",GO-MART STORE # 018,101 W MAIN ST,SUTTON,26601,Braxton,1,1981-05-03,Steel,1,Currently In Use,Yes,,8000.0,Gasoline
400354,"GO-MART, INC.",GO-MART STORE # 018,101 W MAIN ST,SUTTON,26601,Braxton,2,1981-05-03,Steel,1,Currently In Use,Yes,,8000.0,Gasoline
400354,"GO-MART, INC.",GO-MART STORE # 018,101 W MAIN ST,SUTTON,26601,Braxton,3,1981-05-03,Steel,1,Currently In Use,Yes,,8000.0,Gasoline
400354,"GO-MART, INC.",GO-MART STORE # 018,101 W MAIN ST,SUTTON,26601,Braxton,4,1981-05-03,Steel,1,Currently In Use,Yes,,5000.0,Gasoline
400354,"GO-MART, INC.",GO-MART STORE # 018,101 W MAIN ST,SUTTON,26601,Braxton,5,1981-05-03,Steel,1,Currently In Use,Yes,,8000.0,Diesel
400360,ABANDONED (J D HINKLE & SONS),APPALACHIAN TIMBER SERVICES,525 E STONEWALL ST,SUTTON,26601,Braxton,-2,1982-05-05,Steel,1,Permanently Out of Service,Yes,1988-12-01,2000.0,Diesel
400360,ABANDONED (J D HINKLE & SONS),APPALACHIAN TIMBER SERVICES,525 E STONEWALL ST,SUTTON,26601,Braxton,-1,1982-05-05,Steel,1,Permanently Out of Service,Yes,1988-12-01,2000.0,Gasoline
400361,"JAMES, CAROL M",POPULAR RIDGE GAME ROOM & GROCER,3505 CENTRALIA RD,SUTTON,26601,Braxton,-1,1985-05-09,Steel,1,Permanently Out of Service,Yes,1990-08-01,1000.0,Gasoline
