facility_id,land_location_id,facility_desc,facilitystatus,created_by,created_date,updated_by,updated_date,tribe_owned,potential_abandoned,state_id_number,icis_number,frs_number
11689,11769,Parks Place,Operating,JGreeves,2015-09-29 00:00:00,,,FALSE,,,,
11690,11770,Pacific Pride 2,Operating,CBoulind,2015-06-18 00:00:00,,,FALSE,,,,
11691,11771,U.S. Naval Supply Center Puget Sound,Operating,CBoulind,2012-09-13 00:00:00,,,FALSE,,,,
11692,11772,USAR Stevens Hall Armed Forces,Operating,tchang,2015-12-29 00:00:00,,,FALSE,,,,
11693,11773,U.S. Naval Station Puget Sound,Operating,tchang,2015-12-29 00:00:00,,,FALSE,,,,
11694,11774,VA Medical Center,Operating,CBoulind,2012-09-18 00:00:00,,,FALSE,,,,
11695,11775,Western States Equipment,Operating,ESirs,2013-09-11 00:00:00,,,FALSE,,,,
11696,11776,Golden View Dairy,Operating,ESirs,2012-09-25 00:00:00,,,FALSE,,,,
11697,11777,Skagit Food Mart,Operating,CBoulind,2012-09-27 00:00:00,,,FALSE,,,,
11698,11778,Skagit Regional Health,Operating,CBoulind,2012-09-27 00:00:00,,,FALSE,,,,
11699,11779,Conway 76,Operating,CBoulind,2012-09-27 00:00:00,,,FALSE,,,,
11700,11780,Short Stop Market and Deli,Operating,CBoulind,2012-09-27 00:00:00,,,FALSE,,,,
11701,11781,Westside 76 Market & Deli,Operating,CBoulind,2013-01-29 00:00:00,,,FALSE,,,,
11702,11782,Northwest Dealerco Holdings,Permanent Closed,CBoulind,2013-02-12 00:00:00,,,FALSE,,,,
11703,11783,Country Convenience,Operating,CBoulind,2012-09-27 00:00:00,,,FALSE,,,,
11704,11784,Pearl Street Chevron (previously Shaffer's),Operating,bhorwitz,2013-01-10 00:00:00,,,FALSE,,,,
11705,11785,Sedro Woolley Wash Rack,Non-Operating,bhorwitz,2013-07-29 00:00:00,,,FALSE,,,,
11706,11786,Super Duper Foods,Operating,JGreeves,2012-11-07 00:00:00,,,FALSE,,,,
11707,11787,Day Creek Store,Non-Operating,bhorwitz,2013-08-26 00:00:00,,,FALSE,,,,
11708,11788,Dad's Travel Center #113,Operating,CBoulind,2012-11-29 00:00:00,,,FALSE,,,,
11709,11789,Bob's Kwik Service,Operating,bhorwitz,2012-11-19 00:00:00,,,FALSE,,,,
11710,11790,Sharp Aviation,Operating,DEBUG,2012-12-11 00:00:00,,,FALSE,,,,
11711,11791,Mother Hibbards,Operating,bhorwitz,2012-12-18 00:00:00,,,FALSE,,,,
11712,11792,Rent Me Rentals,Temporary Closed,CBoulind,2013-02-01 00:00:00,,,FALSE,,,,
11713,11793,Mr. Pot's Deli,Temporary Closed,tchang,2015-12-29 00:00:00,,,FALSE,,,,
11714,11794,Trailside General Store,Permanent Closed,CBoulind,2015-01-12 00:00:00,,,FALSE,,,,
11715,11795,Cascade Food Mart,Operating,CBoulind,2013-02-01 00:00:00,,,FALSE,,,,
11716,11796,Vancouver Chevron,Operating,CBoulind,2014-08-20 00:00:00,,,FALSE,,,,
11717,11797,Fourth Plain Chevron,Operating,CBoulind,2013-02-01 00:00:00,,,FALSE,,,,
11718,11798,Multi Care Health System,Permanent Closed,CBoulind,2013-04-09 00:00:00,,,FALSE,,,,
11719,11799,Minit Shop,Operating,CBoulind,2013-02-01 00:00:00,,,FALSE,,,,
11720,11800,Gas Towne Mini Mart,Operating,CBoulind,2015-06-18 00:00:00,,,FALSE,,,,
11721,11801,Sprague Street Mini Mart,Operating,bhorwitz,2013-04-09 00:00:00,,,FALSE,,,,
11722,11802,Store N Deli,Operating,CBoulind,2015-06-18 00:00:00,,,FALSE,,,,
11723,11803,Border Stop Market,Operating,CBoulind,2015-02-02 00:00:00,,,FALSE,,,,
11724,11804,Evergreen Valley Grocery,Operating,CBoulind,2015-06-18 00:00:00,,,FALSE,,,,
11725,11805,Oakes Street Circle K,Operating,CBoulind,2015-06-18 00:00:00,,,FALSE,,,,
11726,11806,Rainier Deli & Gas,Operating,CBoulind,2013-02-26 00:00:00,,,FALSE,,,,
11727,11807,Yelm Shell,Operating,CBoulind,2013-02-26 00:00:00,,,FALSE,,,,
11728,11808,72nd Chevron,Operating,CBoulind,2013-02-26 00:00:00,,,FALSE,,,,
11729,11809,Ohop Valley Grocery,Operating,CBoulind,2013-02-26 00:00:00,,,FALSE,,,,
11730,11810,Leonard & Company,Permanent Closed,bhorwitz,2014-01-16 00:00:00,,,FALSE,,,,
11731,11811,B & B Market,Operating,CBoulind,2013-09-24 00:00:00,,,FALSE,,,,
11732,11812,Basin Recycling,Operating,CBoulind,2013-03-28 00:00:00,,,FALSE,,,,
11733,11813,Avis Rent-A-Car,Operating,bhorwitz,2013-03-25 00:00:00,,,FALSE,,,,
11734,11814,USA Gasoline #62501,Operating,bhorwitz,2013-03-25 00:00:00,,,FALSE,,,,
11735,11815,Convenience Retailers #0080,Operating,JGreeves,2015-03-04 00:00:00,,,FALSE,,,,
11736,11816,Convenience Retailers #0050,Operating,bhorwitz,2013-03-25 00:00:00,,,FALSE,,,,
11737,11817,Tesoro USA  #62519,Operating,CBoulind,2013-03-29 00:00:00,,,FALSE,,,,
11738,11818,Ameristar #13,Operating,CBoulind,2013-03-28 00:00:00,,,FALSE,,,,
11739,11819,Ameristar #14,Operating,CBoulind,2013-03-28 00:00:00,,,FALSE,,,,
11740,11820,Ameristar #16,Operating,CBoulind,2013-03-28 00:00:00,,,FALSE,,,,
11741,11821,Lil' Pantry Market & Deli,Operating,CBoulind,2013-03-29 00:00:00,,,FALSE,,,,
11742,11822,Lil' Pantry - White City,Operating,CBoulind,2013-03-29 00:00:00,,,FALSE,,,,
11743,11823,Chief Petroleum,Operating,bhorwitz,2013-08-20 00:00:00,,,FALSE,,,,
11744,11824,UPS - Medford,Operating,JGreeves,2013-03-25 00:00:00,,,FALSE,,,,
11745,11825,Rogue Valley Medical Center,Operating,CBoulind,2013-03-29 00:00:00,,,FALSE,,,,
11746,11826,Shady Cove Chevron,Operating,CBoulind,2015-05-04 00:00:00,,,FALSE,,,,
11747,11827,White City #2,Operating,CBoulind,2015-05-04 00:00:00,,,FALSE,,,,
11748,11828,Rogue River Chevron,Operating,CBoulind,2013-03-29 00:00:00,,,FALSE,,,,
11749,11829,"Grimm's Fuel Co., Inc.",Operating,CBoulind,2013-03-26 00:00:00,,,FALSE,,,,
11750,11830,Jantzen Bay Fuel,Operating,CBoulind,2013-03-26 00:00:00,,,FALSE,,,,
11751,11831,"76 X-Press, LLC",Operating,CBoulind,2016-10-04 00:00:00,,,FALSE,,,,
11752,11832,Five Star Chevron,Operating,CBoulind,2018-02-12 00:00:00,,,FALSE,,,,
11753,11833,Van's 76 Food Mart & Service,Operating,CBoulind,2013-12-10 00:00:00,,,FALSE,,,,
11754,11834,Powell Distributing - Junction Service,Operating,CBoulind,2018-02-12 00:00:00,,,FALSE,,,,
11755,11835,Powell Distributing - 60th,Operating,CBoulind,2018-02-12 00:00:00,,,FALSE,,,,
11756,11836,Tesoro USA  #62524,Operating,CBoulind,2013-03-29 00:00:00,,,FALSE,,,,
11757,11837,UPS - Roseburg,Operating,CBoulind,2013-04-25 00:00:00,,,FALSE,,,,
11758,11838,Goshen Card Lock,Operating,CBoulind,2014-09-09 00:00:00,,,FALSE,,,,
11759,11839,Sequential Biofuels,Operating,CBoulind,2013-04-25 00:00:00,,,FALSE,,,,
11760,11840,PMD Fuel - Valero,Operating,CBoulind,2015-05-04 00:00:00,,,FALSE,,,,
11761,11841,Jackson Food Store #548,Operating,CBoulind,2013-04-25 00:00:00,,,FALSE,,,,
11762,11842,Stephens Arco,Operating,CBoulind,2013-04-25 00:00:00,,,FALSE,,,,
11763,11843,Wolf Creek Texaco,Operating,bhorwitz,2013-07-16 00:00:00,,,FALSE,,,,
11764,11844,Fox Island Grocery & Deli,Operating,CBoulind,2013-05-21 00:00:00,,,FALSE,,,,
11765,11845,St. Clare Hospital,Operating,CBoulind,2016-07-21 00:00:00,,,FALSE,,,,
11766,11846,Good Samaritan Hospital - Central Utility Plant,Operating,CBoulind,2013-05-21 00:00:00,,,FALSE,,,,
11767,11847,Multicare Good Samaritan Hospital,Operating,CBoulind,2013-05-21 00:00:00,,,FALSE,,,,
11768,11848,Group Health Cooperative,Operating,CBoulind,2013-05-21 00:00:00,,,FALSE,,,,
11769,11849,Anderson Island General Store,Operating,CBoulind,2013-05-30 00:00:00,,,FALSE,,,,
11770,11850,"CHS, Inc. - Chimacum",Operating,CBoulind,2013-06-07 00:00:00,,,FALSE,,,,
11771,11851,Chimacum Chevron,Operating,CBoulind,2018-02-12 00:00:00,,,FALSE,,,,
11772,11852,Seabreeze Shell,Operating,CBoulind,2018-02-12 00:00:00,,,FALSE,,,,
11773,11853,Brinnon General Store,Operating,CBoulind,2015-09-03 00:00:00,,,FALSE,,,,
11774,11854,Pleasant Harbor Marina,Operating,CBoulind,2018-02-12 00:00:00,,,FALSE,,,,
11775,11855,Beaver Valley General Store,Operating,CBoulind,2018-02-12 00:00:00,,,FALSE,,,,
11776,11856,Fort Greely - Bolio Lake,Operating,DEBUG,2013-07-02 00:00:00,,,FALSE,,,,
11777,11857,A Frame Services Chevron,Operating,CBoulind,2013-07-02 00:00:00,,,FALSE,,,,
11778,11858,Sam's Club #6603,Operating,CBoulind,2013-07-02 00:00:00,,,FALSE,,,,
11779,11859,Big Dipper Ice Arena,Operating,CBoulind,2013-07-02 00:00:00,,,FALSE,,,,
11780,11860,Wright Air Services,Operating,DEBUG,2013-07-02 00:00:00,,,FALSE,,,,
11781,11861,Airport Gas & Oil,Operating,DEBUG,2013-07-02 00:00:00,,,FALSE,,,,
11782,11862,Tesoro #30015,Operating,bhorwitz,2013-07-30 00:00:00,,,FALSE,,,,
11783,11863,Pink Elephant Car Wash,Operating,bhorwitz,2013-08-05 00:00:00,,,FALSE,,,,
11784,11864,Mt. View Shell,Operating,Cambria,2017-03-24 00:00:00,,,FALSE,,,,
11785,11865,UAA Aviation Technology Center,Operating,bhorwitz,2013-07-01 00:00:00,,,FALSE,,,,
11786,11866,Providence Transitional Care Center,Operating,CBoulind,2015-01-20 00:00:00,,,FALSE,,,,
11787,11867,Holiday #605,Operating,bhorwitz,2013-07-01 00:00:00,,,FALSE,,,,
11788,11868,Knik Superstore,Operating,CBoulind,2015-08-14 00:00:00,,,FALSE,,,,
11789,11869,Young's Chevron,Operating,bhorwitz,2013-07-02 00:00:00,,,FALSE,,,,
11790,11870,Delta Petro Wash,Operating,CBoulind,2014-09-30 00:00:00,,,FALSE,,,,
11791,11871,Fort Greely,Operating,DEBUG,2013-07-02 00:00:00,,,FALSE,,,,
11792,11872,Doyon Utilities - Bldg 1056,Operating,DEBUG,2013-07-02 00:00:00,,,FALSE,,,,
11793,11873,Doyon Utilities - Bldg 1563,Operating,DEBUG,2013-07-02 00:00:00,,,FALSE,,,,
11794,11874,Doyon Utilities - Bldg 1580,Operating,DEBUG,2013-07-02 00:00:00,,,FALSE,,,,
11795,11875,Doyon Utilities Bldg 1060,Operating,DEBUG,2013-07-02 00:00:00,,,FALSE,,,,
11796,11876,Doyon Utilities Bldg 3407,Operating,DEBUG,2013-07-02 00:00:00,,,FALSE,,,,
11797,11877,2 Go Mart - Tesoro #101,Operating,CBoulind,2014-09-30 00:00:00,,,FALSE,,,,
11798,11878,The Green Store,Operating,bhorwitz,2013-09-24 00:00:00,,,FALSE,,,,
11799,11879,Buffalo Service Center,Operating,CBoulind,2013-11-01 00:00:00,,,FALSE,,,,
11800,11880,Glennallen Fuel,Operating,bhorwitz,2013-08-29 00:00:00,,,FALSE,,,,
11801,11881,Tsesyu Services,Operating,bhorwitz,2013-12-13 00:00:00,,,FALSE,,,,
11802,11882,Tesoro #111,Operating,CBoulind,2013-07-16 00:00:00,,,FALSE,,,,
11803,11883,"Inland Feed & Farm Supply, Inc.",Operating,CBoulind,2015-06-18 00:00:00,,,FALSE,,,,
11804,11884,Rich's Gas & Deli,Operating,CBoulind,2014-04-01 00:00:00,,,FALSE,,,,
11805,11885,Evergreen Gas & Grocery,Operating,CBoulind,2013-10-25 00:00:00,,,FALSE,,,,
11806,11886,Holiday Station Store #288,Operating,CBoulind,2013-07-23 00:00:00,,,FALSE,,,,
11807,11887,Holiday Station Store #289,Operating,CBoulind,2013-07-23 00:00:00,,,FALSE,,,,
11808,11888,Holiday Station Store #287,Operating,CBoulind,2013-07-23 00:00:00,,,FALSE,,,,
12402,12482,HDOH044 (9-601195) - AIM Hilo,Operating,BOJHA,2021-09-03 10:22:32,,,FALSE,,,,
12403,12483,HDOH045 (9-601650) - Hilo Medical Center,Operating,BOJHA,2021-09-03 10:25:01,,,FALSE,,,,
12405,12485,HDOH047 (9-600369) - Minit Stop Puainako,Operating,BOJHA,2021-09-03 10:30:59,,,FALSE,,,,
12406,12486,HDOH048 (9-603654) - Hawaiian Paradise Park REB,Operating,BOJHA,2021-09-03 10:34:07,,,FALSE,,,,
12408,12488,HDOH050 (9-603780) - Malama Gas N Go,Operating,BOJHA,2021-09-03 10:39:33,,,FALSE,,,,
12410,12490,HDOH053 (9-600561) - Halai Hill Radio Station,Operating,BOJHA,2021-09-03 10:44:02,,,FALSE,,,,
12411,12491,HDOH054 (9-600568) - Hualalai Radio Station,Operating,BOJHA,2021-09-03 10:46:38,,,FALSE,,,,
12412,12492,HDOH051 (9-600570) - Humuula Radio Site,Operating,BOJHA,2021-09-03 10:50:04,,,FALSE,,,,
12413,12493,HDOH055 (9-603457) - Canada-France-HI Telescope Corp.,Operating,BOJHA,2021-09-03 10:52:24,,,FALSE,,,,
12415,12495,HDOH057 (9-600109) - W.M. Keck Observatory,Operating,BOJHA,2021-09-03 10:57:03,,,FALSE,,,,
12417,12497,Lummi Bay Market,Operating,CBOULIND,2021-11-03 17:24:40,CBOULIND,2022-11-08 11:59:59,TRUE,,,,
12423,12505,Village Co-Op,Permanent Closed,NMCKEE,2022-02-16 12:28:33,,,TRUE,,,,
12428,781,SANC035 - Point of Pines Ranch,Permanent Closed,LBRANDT,2022-03-23 11:35:53,,,TRUE,,,,
12430,793,SANC043 - Former Greyhound Bus Depot,Permanent Closed,LBRANDT,2022-03-23 12:19:14,,,FALSE,,,,
12432,12511,Court Street Mini Mart,Operating,JGREEVES,2022-03-23 16:22:10,,,FALSE,,,,
12433,694,NAV095 - CHURCH ROCK INDUSTRIAL SITE,Permanent Closed,SPLATUK,2022-03-23 16:29:25,,,FALSE,,,,
12434,12512,Pasco Maintenance Facility,Operating,JGREEVES,2022-03-23 16:53:46,,,FALSE,,,,
12435,12513,Pik A Pop #7,Operating,JGREEVES,2022-03-23 18:06:59,,,FALSE,,,,
1881,1960,Continental Can/Crown Cork and Seal,Operating,,2020-06-27 11:04:00,,,FALSE,,31006732,,
1889,1968,Loroco Industries Inc,Operating,,2020-06-27 11:04:00,,,FALSE,,31011053,,
1895,1974,Ohio Resource Ind.,Operating,,2020-06-27 11:04:00,,,FALSE,,43000170,,
1900,1979,Owens Corning,Operating,,2020-06-27 11:04:00,,,FALSE,,45000039,,
1906,1985,DAIMLER CHRYSLER,Operating,,2020-06-27 11:04:00,,,FALSE,,48000121,,
1911,1990,Toledo Paint & Chemical,Operating,,2020-06-27 11:04:00,,,FALSE,,48010189,,
2515,2595,Lil' Angel's,Operating,FChambus,2018-09-28 00:00:00,,,FALSE,,Fac. # 65-00002,,
2518,2598,Kyle Correction Facility (BIA),Permanent Closed,BNEAR,2008-03-24 00:00:00,,,FALSE,,Fac. # 65-00023  / Event#  99.093,,
2522,2602,Kyle Grocery,Operating,FChambus,2018-09-28 00:00:00,,,FALSE,,Fac. # 65-00027 / Event#  92.320,,
2525,2605,Batesland Bus Garage,Permanent Closed,dhohman,2014-10-28 00:00:00,,,FALSE,,Fac. # 65-00013 / Event#  95.359,,
2475,2555,Whitehorse School (BIA),Permanent Closed,gwang,2012-10-03 00:00:00,,,FALSE,,Event#  99.090,,
2480,2560,MLF H-4,Operating,Mhendrix,2019-03-22 00:00:00,,,FALSE,,1647,,
2483,2563,School Bus Shed,Permanent Closed,dhohman,2013-06-27 00:00:00,,,FALSE,,Fac. # 20-00014  / Event#  98.355,,
2486,2566,Thunderhawk Facility,Permanent Closed,System Admin,1997-01-03 00:00:00,,,FALSE,,Event#  89.068,,
2442,2522,Gingway's Store,Permanent Closed,BNEAR,2009-05-15 00:00:00,,,FALSE,,Event# 2000.002,,
2445,2525,Dupree Facility-Ziebach Co. Hwy Shop,Permanent Closed,b near,1998-05-04 00:00:00,,,FALSE,,Fac. #  64-00002 /,,
2558,2638,Mission Bus Garage/Todd County School District - Bus Storage Facility,Permanent Closed,dhohman,2013-06-27 00:00:00,,,FALSE,,Fac. # 67-00004 / Event# 88.241,,
2565,2645,BIA/RST Roads Shop - Rosebud,Permanent Closed,gwang,2014-08-31 00:00:00,,,FALSE,,Fac. # 67-00020,,
2570,2650,Norris Facility,Permanent Closed,BNEAR,2008-03-24 00:00:00,,,FALSE,,Fac. # 50-00002 / Event# 98.246,,
2574,2654,McIntosh Facility (DOT),Operating,Mhendrix,2021-03-02 00:00:00,,,FALSE,,Fac. # 20-00010/Event ID 2009.153,,
2579,2659,Pony Express Stop,Permanent Closed,Cambria,2005-12-05 00:00:00,,,FALSE,,8000131,,
2587,2667,Desert Oil,Permanent Closed,bnear,1998-09-14 00:00:00,,,FALSE,,9000127,,
2593,2673,Maintenance Yard #634  UHP Pump,Permanent Closed,BNEAR,2011-01-20 00:00:00,,,FALSE,,9000203,,
2602,2682,City Fire Station,Permanent Closed,BNEAR,2008-03-25 00:00:00,,,FALSE,,9000243,,
2882,2962,Chevron USA Inc.,Permanent Closed,bnear,2001-04-19 00:00:00,,,FALSE,,9000181,,
2890,2970,Old Implement/Former Implement Dealer,Permanent Closed,dhohman,2013-07-11 00:00:00,,,FALSE,,Fac. # 24-00021  / Event# 95.227,,
2986,3066,AT&T Communication,Permanent Closed,Mhendrix,2016-10-12 00:00:00,,,FALSE,,5602406,,
3001,3081,"TeePee Service, Inc.",Operating,Mhendrix,2021-02-24 00:00:00,,,FALSE,,207334,,
3171,3251,Lustre Grade School,Permanent Closed,bnear,2003-03-06 00:00:00,,,FALSE,,5301726,,
3261,3341,Glacier County International Airport,Permanent Closed,Mhendrix,2020-08-12 00:00:00,,,FALSE,,1811976,,
3271,3351,Mosley Shrider Funeral Home,Permanent Closed,Mhendrix,2021-03-09 00:00:00,,,FALSE,,2411259,,
3280,3360,Nick Pankratz,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,5307139,,
12439,797,SANC047 - Former gas station between two palm trees,Permanent Closed,GBIGGS,2022-03-29 13:48:38,,,TRUE,,,,
12440,761,TOHO044 - BIA HQ BULL PEN,Permanent Closed,GBIGGS,2022-03-29 16:23:41,,,TRUE,,,,
12441,802,TOHO048 - Tracy Store,Permanent Closed,GBIGGS,2022-03-29 16:34:26,,,TRUE,,,,
12442,803,TOHO049 - Gu Vo School,Permanent Closed,GBIGGS,2022-03-29 16:46:27,,,TRUE,,,,
12443,265,TUOL001 - RAY FULLER RESIDENCE,Permanent Closed,GBIGGS,2022-03-29 16:52:51,,,TRUE,,,,
12444,12517,USPHS Indian Hospital,Permanent Closed,MPOMES,2022-03-30 09:37:14,MPOMES,2022-03-30 10:06:21,FALSE,,,,
12446,701,ALLISON'S TRADING POST,Permanent Closed,MCOSSON,2022-04-04 13:21:51,,,FALSE,,,,
12447,742,NAV428 - BURNHAM TRADING POST,Permanent Closed,LTU,2022-04-05 12:03:21,,,TRUE,,,,
12448,730,OLD TEEC NOS POS TRADING POST,Permanent Closed,MCOSSON,2022-04-05 18:24:44,,,FALSE,,,,
12449,716,NAV438 - HOGBACK TRADING POST,Permanent Closed,LBRANDT,2022-04-07 10:46:17,,,FALSE,,,,
12450,715,NAV439 - LUTHER SELL'S MARKET,Permanent Closed,LBRANDT,2022-04-07 12:06:08,,,FALSE,,,,
12451,709,NAV447 - BIA FORESTRY OLD YARD,Permanent Closed,LBRANDT,2022-04-07 17:29:57,,,FALSE,,,,
12452,12502,Samcor Fuel & Tobacco,Operating,MWILLOUG,2022-05-26 16:45:43,CBOULIND,2022-08-29 16:33:55,TRUE,,,,
12453,12520,Fort Mohave Gas Station & C-Store,Operating,MCOSSON,2022-06-14 18:05:58,,,TRUE,,,,
12456,12523,Sunval Express,Operating,MWILLOUG,2022-08-01 18:52:35,,,FALSE,,,,
12458,12525,Ernie's Fuel Stop,Operating,MWILLOUG,2022-08-02 16:31:11,,,FALSE,,,,
12459,12526,Samaritan Hospital,Operating,MWILLOUG,2022-08-02 17:22:26,,,FALSE,,,,
12460,12527,Valley Quick Stop Inc,Operating,MWILLOUG,2022-08-02 17:58:41,,,FALSE,,,,
12461,12528,One Stop Mart#36,Operating,MWILLOUG,2022-08-02 19:18:05,,,FALSE,,,,
2549,2629,Pass Creek Market (FKA Allen Store),Operating,bnear,2000-03-31 00:00:00,MGRABOWS,2022-11-18 16:07:25,FALSE,,,,
2473,2553,Jack's Service,Operating,FChambus,2017-09-26 00:00:00,RPERSON,2022-08-18 11:23:40,FALSE,,Event#  96.124,,
12464,12530,Port of Moses Lake,Operating,MWILLOUG,2022-08-18 12:37:12,,,FALSE,,,,
12421,12503,CRIT058 - Post Office Sinkhole,Abandoned,MCOSSON,2022-01-21 17:50:39,,,FALSE,,,,
12424,12507,Flying J Travel Plaza #1169,Operating,JGREEVES,2022-03-04 13:36:46,,,TRUE,,,,
12425,12508,Nisqually Markets Frederickson,Operating,JGREEVES,2022-03-04 16:42:01,,,TRUE,,,,
12429,782,SANC036 - San Carlos Anchor 7 Ranch,Permanent Closed,LBRANDT,2022-03-23 11:57:12,,,FALSE,,,,
12431,808,HOPI034 - Pollaca-Burnt Store,Permanent Closed,SPLATUK,2022-03-23 16:14:49,,,FALSE,Y,,,
3254,3334,Crow/Northern Cheyenne Hospital,Permanent Closed,Mhendrix,2021-02-24 00:00:00,RPERSON,2022-06-02 11:28:53,FALSE,,213159,,
12465,12516,Pearl KM LLC Daily Harbor,Operating,MWILLOUG,2022-08-18 13:37:55,BWILTZ,2023-07-17 16:42:00,FALSE,,,,
12467,12533,Circle K 6045,Operating,MWILLOUG,2022-08-23 17:26:31,,,FALSE,,,,
12468,12534,Cargill inc.,Operating,DSTOUT01,2022-08-25 10:45:11,,,FALSE,,,,
12469,12535,Half Circle Harbor Marina,Not Regulated,RPERSON,2022-08-25 13:12:26,,,FALSE,,,,
12472,12538,Costco #353,Operating,DSTOUT01,2022-08-30 12:42:00,,,FALSE,,,,
12476,12543,"Avis Rent A Car System, LLC",Operating,BOJHA,2022-09-02 13:25:12,,,FALSE,,,,
12481,12550,Joint Base Pearl Harbor BLDG 1102,Operating,BOJHA,2022-09-02 13:45:05,,,FALSE,,,,
12482,12551,NEX Mall Gas Station,Operating,BOJHA,2022-09-02 13:46:31,,,FALSE,,,,
12483,12552,AAFES Aliamanu Milatry Shoppette,Operating,BOJHA,2022-09-02 13:48:03,,,FALSE,,,,
12484,12553,7-Eleven Haleiwa,Operating,BOJHA,2022-09-02 13:51:27,,,FALSE,,,,
12486,12555,DOT Airports Division - Kawaihapai  Airfield,Operating,BOJHA,2022-09-02 13:56:40,,,FALSE,,,,
12490,12559,AAFES Aliamanu Milatry Shoppette,Operating,BOJHA,2022-09-02 14:21:12,,,FALSE,,,,
12491,12560,Kahilihi-Kai Fire Station #31,Operating,BOJHA,2022-09-02 14:28:24,,,FALSE,,,,
12494,12563,Knoxville Transit,Temporary Closed,DSTOUT01,2022-09-06 13:55:24,DSTOUT01,2023-06-13 08:57:07,FALSE,,,,
12495,12564,Moanalua Baseyard,Operating,BOJHA,2022-09-14 09:33:24,,,FALSE,,,,
12498,12567,Fastop Petroleum Marketing (FS#9),Operating,BOJHA,2022-09-14 09:39:10,,,FALSE,,,,
12500,12569,Coast Guard Base Honolulu,Operating,BOJHA,2022-09-14 09:44:42,,,FALSE,,,,
12502,12571,Civic Center Parking Structure,Operating,BOJHA,2022-09-14 09:48:15,,,FALSE,,,,
12503,12572,"Goodwill Beretania Center, LLC",Operating,BOJHA,2022-09-14 09:49:47,,,FALSE,,,,
12504,12573,Ward Shell,Operating,BOJHA,2022-09-14 09:51:08,,,FALSE,,,,
12506,12575,"Ground Transport, Inc",Operating,BOJHA,2022-09-14 09:54:26,,,FALSE,,,,
12508,12577,Ko Olina Ocean Marina,Operating,BOJHA,2022-09-14 09:57:35,,,FALSE,,,,
12509,12578,Puu Kapolei Central Office,Operating,BOJHA,2022-09-14 09:59:49,,,FALSE,,,,
12510,12579,R&L Carriers,Operating,DSTOUT01,2022-09-19 10:27:50,,,FALSE,,,,
12512,12581,Detail Plus,Operating,MWILLOUG,2022-09-20 19:18:39,,,FALSE,,,,
12513,12582,Miccosukee Service Plaza (NEW),Operating,DSTOUT01,2022-09-27 09:54:51,,,TRUE,,,,
12514,12583,Immokalee Trading Post,Operating,DSTOUT01,2022-09-27 14:15:19,,,TRUE,,,,
12515,30,Red Mesa Store #511 ,Operating,LBRANDT,2022-09-27 14:21:30,LBRANDT,2022-09-27 14:24:05,FALSE,,,,
12516,12584,Coconut Creek Casino,Operating,DSTOUT01,2022-09-27 14:59:07,,,TRUE,,,,
12517,12585,Navajo Blue Travel Plaza,Operating,LBRANDT,2022-09-28 17:35:55,LBRANDT,2022-09-28 17:36:34,FALSE,,,,
12518,12586,Speedway #9485,Operating,MWILLOUG,2022-09-29 16:43:02,CBOULIND,2023-06-23 16:34:32,FALSE,,,,
12521,12588,Potawatomi Convenience,Operating,MRESTAIN,2022-10-12 09:58:19,,,,,,,
12524,2391,2311 - Pony North,Operating,MPOMES,2022-10-27 16:55:08,,,,,,,
1384,1463,Leech Lake Roads Garage,Permanent Closed,jdowney,2014-12-30 00:00:00,MRESTAIN,2022-11-04 13:39:35,FALSE,,TS0005431,6682256,
12530,12598,Whitewater Drive Site,Permanent Closed,DSTOUT01,2022-12-12 14:16:42,,,,,,,
12531,12602,Choctaw Travel Plaza Garvin,Operating,JRIDLEY,2023-01-11 09:10:20,,,,,,,
2919,2999,Decoteau C Store,Permanent Closed,Mhendrix,2021-03-01 00:00:00,RPERSON,2023-01-27 13:07:49,FALSE,,10593,,
12533,12604,Garbage Facility UST,Permanent Closed,DSTOUT01,2023-02-21 09:37:37,,,,,,,
12534,12605,Gas Plaza near Tamiami Station,Permanent Closed,DSTOUT01,2023-03-02 12:48:33,,,,,,,
12536,12606,Riverside Centerplace Market,Operating,JSEALE,2023-04-04 19:17:08,,,,,,,
12538,12608,Chattaroy Quick Stop,Operating,JSEALE,2023-04-05 15:14:12,,,,,,,
12539,12609,Banners Fuel Stop 3,Operating,JSEALE,2023-04-05 15:28:54,,,,,,,
12540,12610,Valley Grocery and Gas,Operating,JSEALE,2023-04-05 15:43:03,,,,,,,
12541,12611,Hillyard Grocery,Operating,JSEALE,2023-04-05 15:54:07,,,,,,,
12542,12612,Whitley Oil LLC #1,Operating,JSEALE,2023-04-05 16:04:25,,,,,,,
12543,12613,Bains Mart,Operating,JSEALE,2023-04-05 16:13:50,,,,,,,
12555,12624,Portland Water Treatment Plant,Permanent Closed,DSTOUT01,2023-05-16 09:43:47,,,,,,,
12548,12618,First Stop Mart,Operating,JSEALE,2023-04-06 16:03:01,,,,,,,
12553,12622,Indian Hills Chevron,Operating,JSEALE,2023-04-27 11:55:32,,,,,,,
12554,12623,City of Belle Meade,Operating,DSTOUT01,2023-05-08 09:47:49,,,,,,,
12557,12626,GF Office Furniture,Permanent Closed,DSTOUT01,2023-05-17 10:36:11,,,,,,,
12560,12629,The Frontier Building,Operating,MWILLOUG,2023-06-02 16:25:09,,,,,,,
12567,12638,Mauna Kea Beach Hotel ,Operating,BOJHA,2023-07-17 12:35:54,,,,,,,
