ut_facility_owner_hist_id,facility_id,start_date,end_date,date_observed,created_by,created_date,updated_by,updated_date,responsible_entity_id,entity_contact_id,facility_owner_id_obs
10154,10860,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7847,,
10155,10861,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7846,,
10156,10862,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7864,,
10157,10863,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7640,,
10158,10864,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7758,2216.0,
10159,10865,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7758,2216.0,
10160,10866,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7758,2216.0,
10161,10867,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8167,,
10162,10868,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7865,,
10163,10869,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7866,,
10164,10870,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7867,,
10165,10871,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7868,,
10166,10872,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7869,,
10167,10873,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7870,,
10168,10874,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7870,,
10169,10875,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7870,,
10170,10876,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7870,,
10171,10877,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8706,,
10172,10878,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7870,,
10173,10879,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7870,,
10174,10880,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7612,,
10175,10881,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7612,,
10176,10882,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7612,,
10177,10883,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7612,,
10178,10884,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7612,,
10179,10885,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7872,,
10180,10886,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7873,,
10181,10887,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7874,,
10182,10888,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7875,,
10183,10889,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7612,,
10184,10890,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7612,,
10185,10891,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7612,,
10186,10892,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7612,,
10187,10893,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7833,,
10188,10894,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7876,,
10189,10895,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7877,,
10190,10896,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7838,,
10191,10897,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7838,,
10192,10898,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7879,,
10193,10899,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7880,,
10194,10900,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7881,,
10195,10901,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7393,,
10196,10902,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7393,,
10197,10903,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7882,,
10198,10904,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7847,,
10199,10905,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7847,,
10200,10906,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7883,,
10201,10907,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7833,,
10202,10908,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7480,,
10203,10909,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7178,2054.0,
10204,10910,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7884,,
10205,10911,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8965,,
10206,10912,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7886,,
10207,10913,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7887,,
10208,10914,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7887,,
10209,10915,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8228,,
10210,10916,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7888,,
10211,10917,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7889,,
10212,10918,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7890,,
10213,10919,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7891,,
10214,10920,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7892,,
10215,10921,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8228,,
10216,10922,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7893,,
10217,10923,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7895,,
10218,10924,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7896,,
10219,10925,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7897,,
10220,10926,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8918,,
10221,10927,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7899,,
10222,10928,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8926,,
10223,10929,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7901,,
10224,10930,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7903,,
10225,10931,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7904,,
10226,10932,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7195,2063.0,
10227,10933,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7906,,
10228,10934,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7907,,
10229,10935,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7393,,
10230,10936,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7908,,
10231,10937,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7909,,
10232,10938,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7910,,
10233,10939,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7911,,
10234,10940,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7912,,
10235,10941,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7684,2169.0,
10236,10942,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7684,2169.0,
10237,10943,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7684,2169.0,
10238,10944,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7913,,
10239,10945,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7393,,
10240,10946,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7914,,
10241,10947,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7915,,
10242,10948,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7916,,
10243,10949,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7917,,
10244,10950,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7917,,
10245,10951,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7917,,
10246,10952,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7917,,
10247,10953,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7917,,
10248,10954,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7917,,
10249,10955,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10250,10956,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10251,10957,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10252,10958,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7919,,
10253,10959,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7902,,
10254,10960,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7833,,
10255,10961,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7920,,
10256,10962,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7921,,
10257,10963,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7921,,
10258,10964,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7758,2216.0,
10259,10965,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8270,,
10260,10966,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7847,,
10261,10967,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8269,,
10262,10968,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7924,,
10263,10969,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7925,,
10264,10970,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7926,,
10265,10971,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7927,,
10266,10972,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8673,,
10267,10973,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7929,,
10268,10974,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7930,,
10269,10975,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7832,,
10270,10976,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7931,,
10271,10977,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7932,,
10272,10978,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7921,,
10273,10979,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7921,,
10274,10980,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7921,,
10275,10981,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7178,2054.0,
10276,10982,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7933,,
10277,10983,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7934,,
10278,10984,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7935,,
10279,10985,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7936,,
10280,10986,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7619,,
10281,10987,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7826,,
10282,10988,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7937,,
10283,10989,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7938,,
10284,10990,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7939,,
10285,10991,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7940,,
10286,10992,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7841,,
10287,10993,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7841,,
10288,10994,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7941,,
10289,10995,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7758,2216.0,
10290,10996,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7942,,
10291,10997,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7943,,
10292,10998,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7944,,
10293,10999,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7758,2216.0,
10294,11000,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,8086,,
10295,11001,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7758,2216.0,
10296,11002,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7758,2216.0,
10297,11003,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7945,,
10298,11004,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7979,,
10299,11005,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7947,,
10300,11006,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7947,,
10301,11007,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7947,,
10302,11008,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7948,,
10303,11009,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7949,,
10304,11010,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7950,,
10305,11011,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7841,,
10306,11012,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7951,,
10307,11013,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7952,,
10308,11014,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7953,,
10309,11015,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7954,,
10310,11016,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7955,,
10311,11017,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7956,,
10312,11018,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7957,,
10313,11019,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7958,,
10314,11020,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10315,11021,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10316,11022,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10317,11023,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7959,,
10318,11024,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10319,11025,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10320,11026,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7960,,
10321,11027,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7961,,
10322,11028,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7962,,
10323,11029,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7963,,
10324,11030,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7917,,
10325,11031,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7965,,
10326,11032,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7965,,
10327,11033,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7966,,
10328,11034,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10329,11035,,,,,2021-04-28 14:56:31,,2022-10-06 08:00:38,7918,,
10330,11036,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10331,11037,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10332,11038,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7967,,
10333,11039,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7968,,
10334,11040,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7969,,
10335,11041,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7847,,
10336,11042,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7970,,
10337,11043,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7971,,
10338,11044,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7972,,
10339,11045,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7973,,
10340,11046,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7974,,
10341,11047,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10342,11048,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7975,,
10343,11049,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10344,11050,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10345,11051,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10346,11052,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10347,11053,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7832,,
10348,11054,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7178,2054.0,
10349,11055,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7976,,
10350,11056,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10351,11057,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7977,,
10352,11058,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7978,,
10353,11059,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8111,,
10354,11060,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,6763,,
10355,11061,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7980,,
10356,11062,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7981,,
10357,11063,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7982,,
10358,11064,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7983,,
10359,11065,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7817,,
10360,11066,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7817,,
10361,11067,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7984,,
10362,11068,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7985,,
10363,11069,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7986,,
10364,11070,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7987,,
10365,11071,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7988,,
10366,11072,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7989,,
10367,11073,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7854,,
10368,11074,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7845,,
10369,11075,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7845,,
10370,11076,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7990,,
10371,11077,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7991,,
10372,11078,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7992,,
10373,11079,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7993,,
10374,11080,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7838,,
10375,11081,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10376,11082,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7838,,
10377,11083,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10378,11084,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10379,11085,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10380,11086,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10381,11087,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7838,,
10382,11088,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7838,,
10383,11089,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7777,,
10384,11090,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8149,,
10385,11091,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7777,,
10386,11092,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7777,,
10387,11093,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7995,,
10388,11094,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7996,,
10389,11095,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7997,,
10390,11096,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10391,11097,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7393,,
10392,11098,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10393,11099,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10394,11100,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10395,11101,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10396,11102,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7998,,
10397,11103,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8179,,
10398,11104,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10399,11105,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8173,,
10400,11106,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8000,,
10401,11107,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8173,,
10402,11108,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8001,,
10403,11109,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10404,11110,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10406,11112,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10407,11113,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10408,11114,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10410,11116,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10411,11117,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10412,11118,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10413,11119,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10415,11121,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10416,11122,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10417,11123,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10419,11125,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8001,,
10420,11126,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10421,11127,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10423,11129,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7999,,
10424,11130,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8002,,
10425,11131,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8001,,
10427,11133,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8004,,
10428,11134,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8000,,
10429,11135,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8005,,
10430,11136,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10432,11138,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10433,11139,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8006,,
10434,11140,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8007,,
10436,11142,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8008,,
10437,11143,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8008,,
10438,11144,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8008,,
10440,11146,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8009,,
10441,11147,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8010,,
10442,11148,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8011,,
10443,11149,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8012,,
10445,11151,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8014,,
10446,11152,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8014,,
10447,11153,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8015,,
10449,11155,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8017,,
10450,11156,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8018,,
10451,11157,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8019,,
10453,11159,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8020,,
10454,11160,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8020,,
10455,11161,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8020,,
10457,11163,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8021,,
10458,11164,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8020,,
10459,11165,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8022,,
10460,11166,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8022,,
10462,11168,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8022,,
10463,11169,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8022,,
10464,11170,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8022,,
10466,11172,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10467,11173,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10468,11174,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10470,11176,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10471,11177,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7918,,
10472,11178,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8173,,
10473,11179,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8173,,
10475,11181,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8173,,
10476,11182,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8173,,
10477,11183,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8173,,
10479,11185,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7838,,
10480,11186,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7838,,
10481,11187,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8009,,
10483,11189,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8024,,
10484,11190,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7838,,
10485,11191,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7992,,
10487,11193,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7947,,
10488,11194,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8025,,
10489,11195,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8026,,
10490,11196,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8027,,
10492,11198,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8029,,
10493,11199,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7437,,
10494,11200,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7437,,
10496,11202,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8031,,
10497,11203,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8032,3841.0,
10498,11204,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,8737,,
10499,11205,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7144,2039.0,
10500,11206,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7144,2039.0,
10501,11207,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7144,2039.0,
10502,11208,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7144,2039.0,
10503,11209,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7144,2039.0,
10504,11210,,,,,2021-04-28 14:56:32,,2022-10-06 08:00:38,7144,2039.0,
